Contract_ID,Vendor,Category,Approved_Amount_USD,Invoiced_Amount_USD,Contract_Status,Start_Date,End_Date
C-2687,IBM,Software Dev,196911,232033,Closed,2023-05-12,2024-07-16
C-2688,SAP,Risk Audit,888498,884702,Active,2023-10-14,2024-02-11
C-2689,Oracle,ERP Implementation,341639,340012,Active,2023-04-12,2024-06-24
C-2690,Oracle,Cloud Support,114948,121164,Active (Overrun),2023-08-13,2024-05-22
C-2691,Capgemini,ERP Implementation,282094,270033,Active (Overrun),2023-01-23,2024-05-14
C-2692,Microsoft,Cloud Services,911954,1021266,Active (Overrun),2023-08-19,2024-01-04
C-2693,Deloitte,Cloud Services,776070,732663,Closed,2023-11-03,2024-01-26
C-2694,PwC,Software Dev,965882,1056054,Active,2023-08-29,2024-06-08
C-2695,Oracle,Cloud Support,563655,651700,Active (Overrun),2023-11-25,2024-02-28
C-2696,Capgemini,Software Licensing,357228,412533,Closed,2023-09-04,2024-07-20
C-2697,Deloitte,Consulting,925482,789427,Closed,2023-05-06,2024-05-20
C-2698,Deloitte,Consulting,487748,519722,Active (Overrun),2023-09-22,2024-09-01
C-2699,PwC,Risk Audit,904321,837033,Closed,2023-11-09,2024-03-11
C-2700,Oracle,ERP Implementation,502363,556671,Active,2023-04-27,2024-08-03
C-2701,PwC,Risk Audit,816582,892842,Active,2023-06-25,2024-03-17
C-2702,Globant,Software Dev,176220,142051,Closed,2023-06-18,2024-12-03
C-2703,Oracle,ERP Implementation,887995,725156,Closed,2023-09-20,2024-02-13
C-2704,Accenture,IT Services,310081,369665,Closed,2023-04-23,2024-11-16
C-2705,PwC,Finance Ops,174207,177714,Active,2023-09-13,2024-04-19
C-2706,IBM,Risk Audit,238733,252060,Active,2023-04-17,2024-06-23
C-2707,SAP,Cloud Support,629769,664379,Active (Overrun),2023-07-14,2024-01-26
C-2708,Microsoft,Software Licensing,398234,329380,Closed,2023-06-04,2024-11-02
C-2709,Microsoft,Cloud Services,975419,902397,Closed,2023-08-18,2024-03-10
C-2710,SAP,Software Dev,967995,852298,Active,2023-01-30,2024-02-19
C-2711,Globant,Cloud Support,326076,270061,Active (Overrun),2023-02-11,2024-09-15
C-2712,Globant,Consulting,784177,739790,Closed,2023-08-26,2024-01-19
C-2713,Deloitte,IT Services,695801,629205,Active (Overrun),2023-03-02,2024-01-19
C-2714,IBM,Cloud Services,940581,940378,Closed,2023-02-28,2024-12-13
C-2715,Deloitte,Risk Audit,865548,916533,Active,2023-12-03,2024-07-23
C-2716,Capgemini,ERP Implementation,719154,614325,Closed,2023-01-26,2024-02-06
C-2717,IBM,Cloud Support,907009,945368,Closed,2023-12-19,2024-03-25
C-2718,Globant,IT Services,197046,211732,Active (Overrun),2023-02-25,2024-05-29
C-2719,SAP,Risk Audit,344068,312135,Active,2023-10-06,2024-07-16
C-2720,Accenture,Cloud Services,664196,562791,Active,2023-12-04,2024-03-09
C-2721,Capgemini,Software Dev,85282,80813,Closed,2023-09-14,2024-08-21
C-2722,Deloitte,Software Licensing,92779,98695,Active (Overrun),2023-10-03,2024-06-15
C-2723,Microsoft,Consulting,348559,322595,Active,2023-05-17,2024-05-03
C-2724,Oracle,ERP Implementation,541629,519196,Closed,2023-02-16,2024-05-05
C-2725,Microsoft,Consulting,731019,766064,Active (Overrun),2023-01-14,2024-12-18
C-2726,Accenture,ERP Implementation,109492,114265,Active (Overrun),2023-01-18,2024-10-01
C-2727,Oracle,Finance Ops,896247,845454,Closed,2023-06-03,2024-01-12
C-2728,Deloitte,Consulting,988212,1119488,Closed,2023-08-10,2024-04-16
C-2729,Deloitte,Software Dev,645993,739287,Closed,2023-10-06,2024-12-09
C-2730,Deloitte,Software Dev,760046,711195,Active,2023-02-19,2024-09-22
C-2731,Deloitte,ERP Implementation,816607,821549,Active,2023-01-29,2024-11-28
C-2732,Accenture,Cloud Services,161071,168878,Active (Overrun),2023-02-10,2024-06-05
C-2733,PwC,IT Services,161642,141926,Closed,2023-02-26,2024-03-14
C-2734,SAP,IT Services,958380,809015,Active (Overrun),2023-05-08,2024-10-03
C-2735,Accenture,Cloud Support,782403,689062,Active (Overrun),2023-12-04,2024-05-14
C-2736,Accenture,Cloud Services,565215,677928,Active (Overrun),2023-03-17,2024-06-28
C-2737,Microsoft,Software Licensing,180446,173520,Closed,2023-09-08,2024-06-14
C-2738,Capgemini,Cloud Support,594027,534083,Active,2023-06-10,2024-07-01
C-2739,Oracle,Software Licensing,622831,507535,Closed,2023-07-09,2024-04-18
C-2740,SAP,Cloud Services,79722,82224,Active,2023-12-18,2024-03-16
C-2741,EY,Finance Ops,990890,1170709,Active,2023-02-19,2024-12-12
C-2742,Deloitte,Software Dev,462551,531135,Closed,2023-06-10,2024-10-13
C-2743,EY,Consulting,732572,751813,Active (Overrun),2023-10-15,2024-11-22
C-2744,EY,Cloud Services,543742,488572,Closed,2023-06-01,2024-07-09
C-2745,Capgemini,IT Services,292639,270615,Active (Overrun),2023-05-06,2024-08-28
C-2746,IBM,Cloud Support,311592,290662,Active,2023-08-10,2024-07-12
C-2747,EY,Cloud Support,294174,304764,Active (Overrun),2023-11-17,2024-06-20
C-2748,SAP,Risk Audit,393190,468946,Closed,2023-02-14,2024-04-19
C-2749,Globant,IT Services,479410,403476,Active,2023-12-15,2024-03-17
C-2750,Globant,ERP Implementation,777411,783407,Active (Overrun),2023-09-21,2024-08-29
C-2751,Globant,Finance Ops,443267,377311,Closed,2023-12-07,2024-02-28
C-2752,SAP,Consulting,848937,840718,Closed,2023-09-14,2024-07-05
C-2753,PwC,Consulting,148772,159954,Active,2023-11-29,2024-01-25
C-2754,SAP,Cloud Support,715763,853932,Active,2023-02-28,2024-02-19
C-2755,SAP,IT Services,154121,145283,Active (Overrun),2023-04-19,2024-12-08
C-2756,EY,Finance Ops,914158,1052477,Closed,2023-07-01,2024-11-15
C-2757,Microsoft,Consulting,187333,162421,Closed,2023-07-09,2024-01-10
C-2758,Deloitte,Software Licensing,653893,711978,Active,2023-01-24,2024-08-26
C-2759,SAP,Software Dev,892860,998306,Closed,2023-11-13,2024-04-12
C-2760,Oracle,Risk Audit,201250,235520,Active,2023-11-13,2024-07-28
C-2761,Deloitte,Software Licensing,998443,856725,Active,2023-01-08,2024-10-29
C-2762,IBM,ERP Implementation,583254,510125,Closed,2023-12-16,2024-07-12
C-2763,Deloitte,Software Licensing,935517,860551,Active,2023-02-13,2024-01-09
C-2764,EY,Consulting,723543,805716,Active,2023-11-09,2024-11-30
C-2765,EY,Software Licensing,576397,465496,Active,2023-10-18,2024-06-09
C-2766,Deloitte,Cloud Services,716079,788860,Closed,2023-02-07,2024-08-25
C-2767,PwC,Cloud Services,517517,499414,Active,2023-11-17,2024-12-01
C-2768,Microsoft,Cloud Services,752301,809673,Closed,2023-02-19,2024-07-27
C-2769,PwC,IT Services,147592,124471,Closed,2023-06-14,2024-02-16
C-2770,Accenture,Cloud Services,958093,1078288,Closed,2023-10-20,2024-02-17
C-2771,Accenture,Finance Ops,606151,489747,Active,2023-01-17,2024-04-21
C-2772,EY,Consulting,750802,816504,Active (Overrun),2023-03-10,2024-02-11
C-2773,IBM,IT Services,934010,790211,Active,2023-02-19,2024-02-12
C-2774,SAP,Finance Ops,900121,912251,Closed,2023-11-20,2024-08-20
C-2775,Oracle,Risk Audit,319160,366577,Active,2023-02-13,2024-03-31
C-2776,IBM,Cloud Services,436386,463258,Active,2023-02-09,2024-04-28
C-2777,Capgemini,ERP Implementation,618174,615606,Active (Overrun),2023-12-25,2024-07-20
C-2778,IBM,IT Services,92131,88464,Active,2023-12-13,2024-02-04
C-2779,Capgemini,Software Licensing,917947,879583,Closed,2023-07-12,2024-02-22
C-2780,Globant,ERP Implementation,740343,851625,Active,2023-11-09,2024-06-22
C-2781,IBM,Finance Ops,711539,831225,Active,2023-10-05,2024-11-03
C-2782,Deloitte,Software Licensing,421443,422628,Closed,2023-10-26,2024-05-04
C-2783,Capgemini,Consulting,495677,492950,Active (Overrun),2023-02-11,2024-03-29
C-2784,IBM,Consulting,666383,630329,Active (Overrun),2023-11-26,2024-10-31
C-2785,SAP,Software Licensing,771154,623637,Closed,2023-01-25,2024-09-04
C-2786,Accenture,Software Licensing,70743,59023,Closed,2023-01-23,2024-06-01
C-2787,Accenture,Software Dev,647542,588385,Closed,2023-06-04,2024-02-05
C-2788,SAP,Consulting,193610,193568,Closed,2023-07-02,2024-01-11
C-2789,Deloitte,Finance Ops,352131,370295,Closed,2023-07-07,2024-12-02
C-2790,Microsoft,Cloud Services,915877,928993,Active,2023-08-19,2024-01-23
C-2791,EY,Software Licensing,860022,1012824,Active (Overrun),2023-08-04,2024-02-05
C-2792,Oracle,Cloud Support,461380,405189,Closed,2023-07-26,2024-03-23
C-2793,Microsoft,IT Services,864757,750896,Active (Overrun),2023-10-07,2024-03-18
C-2794,IBM,Software Licensing,993829,1036858,Closed,2023-09-20,2024-04-24
C-2795,Accenture,Risk Audit,607213,649134,Active (Overrun),2023-10-07,2024-12-07
C-2796,IBM,Finance Ops,117278,128346,Closed,2023-12-18,2024-02-02
C-2797,Globant,Consulting,969306,898295,Active,2023-01-16,2024-07-25
C-2798,PwC,Cloud Support,380287,344305,Active (Overrun),2023-04-11,2024-07-20
C-2799,Deloitte,ERP Implementation,160387,132422,Closed,2023-03-23,2024-10-11
C-2800,Deloitte,Consulting,797089,943777,Active,2023-05-02,2024-04-03
C-2801,Microsoft,Software Dev,811305,772010,Closed,2023-11-27,2024-02-23
C-2802,EY,Finance Ops,680264,635829,Active (Overrun),2023-09-19,2024-10-03
C-2803,SAP,Software Licensing,938816,963061,Active,2023-02-14,2024-04-23
C-2804,Deloitte,Software Licensing,977047,899625,Active,2023-01-19,2024-11-12
C-2805,Accenture,Cloud Services,68354,56862,Active (Overrun),2023-07-23,2024-08-24
C-2806,SAP,Cloud Services,935366,976772,Closed,2023-04-22,2024-06-10
C-2807,Globant,Risk Audit,554558,605534,Active (Overrun),2023-02-06,2024-04-07
C-2808,Globant,Cloud Services,168954,197101,Active,2023-06-13,2024-08-31
C-2809,Deloitte,Software Licensing,236687,218394,Active (Overrun),2023-07-30,2024-09-10
C-2810,IBM,Software Dev,517737,417983,Closed,2023-10-26,2024-02-04
C-2811,Deloitte,Consulting,188730,203723,Active,2023-12-23,2024-11-04
C-2812,Globant,Cloud Services,103471,90965,Closed,2023-02-13,2024-01-21
C-2813,PwC,ERP Implementation,659674,574533,Closed,2023-04-23,2024-02-16
C-2814,EY,Finance Ops,679738,628209,Active,2023-06-23,2024-09-26
C-2815,IBM,Risk Audit,898790,760538,Active,2023-06-18,2024-01-02
C-2816,IBM,Consulting,425205,439911,Active (Overrun),2023-08-17,2024-05-31
C-2817,PwC,Software Licensing,357166,310072,Active (Overrun),2023-01-27,2024-05-05
C-2818,SAP,Consulting,263187,303216,Active,2023-06-11,2024-02-16
C-2819,Globant,Finance Ops,301981,292510,Active,2023-10-14,2024-10-13
C-2820,SAP,Finance Ops,248848,227275,Closed,2023-07-27,2024-09-24
C-2821,Globant,Software Licensing,324156,297968,Closed,2023-09-19,2024-02-07
C-2822,Capgemini,Cloud Services,736735,833991,Active,2023-07-15,2024-10-24
C-2823,Globant,Consulting,746395,704414,Active,2023-06-10,2024-07-07
C-2824,IBM,IT Services,86166,91657,Active,2023-03-01,2024-02-15
C-2825,Accenture,Software Dev,516439,547404,Active (Overrun),2023-02-14,2024-05-09
C-2826,EY,Cloud Support,259243,284432,Active,2023-03-07,2024-11-09
C-2827,Accenture,Finance Ops,520123,556050,Active (Overrun),2023-04-14,2024-04-07
C-2828,Deloitte,Consulting,781749,761603,Active (Overrun),2023-09-14,2024-01-15
C-2829,PwC,ERP Implementation,251736,213085,Active (Overrun),2023-11-17,2024-01-17
C-2830,PwC,IT Services,650028,708403,Active,2023-07-27,2024-02-19
C-2831,Capgemini,Software Dev,829273,846163,Active,2023-08-05,2024-01-23
C-2832,Accenture,IT Services,633879,647918,Closed,2023-12-13,2024-06-24
C-2833,Globant,Consulting,463083,460270,Closed,2023-12-10,2024-09-08
C-2834,IBM,Consulting,905032,899421,Active,2023-01-06,2024-12-22
C-2835,EY,IT Services,326529,308006,Closed,2023-11-23,2024-05-14
C-2836,Deloitte,Risk Audit,493387,464162,Active,2023-05-09,2024-07-03
C-2837,Oracle,Consulting,837584,940214,Active (Overrun),2023-09-04,2024-03-12
C-2838,Capgemini,Consulting,802515,724961,Active,2023-04-22,2024-02-16
C-2839,Capgemini,Cloud Services,373657,380718,Active,2023-01-03,2024-03-06
C-2840,Oracle,Cloud Services,588886,631675,Active (Overrun),2023-09-26,2024-06-26
C-2841,PwC,IT Services,989151,1056784,Active,2023-04-15,2024-04-16
C-2842,Globant,IT Services,673472,653217,Active,2023-03-30,2024-03-12
C-2843,Microsoft,Software Dev,787361,679153,Closed,2023-02-09,2024-05-05
C-2844,Capgemini,Software Licensing,466296,409972,Active (Overrun),2023-10-25,2024-06-12
C-2845,Accenture,Cloud Support,138366,129202,Closed,2023-08-07,2024-07-31
C-2846,IBM,ERP Implementation,849719,872818,Active,2023-11-13,2024-05-01
C-2847,SAP,Finance Ops,377739,348637,Active (Overrun),2023-08-21,2024-06-04
C-2848,Capgemini,Risk Audit,661099,627072,Active (Overrun),2023-05-17,2024-08-28
C-2849,Accenture,ERP Implementation,776090,843183,Active,2023-10-15,2024-04-03
C-2850,Deloitte,Finance Ops,188731,224681,Closed,2023-09-30,2024-03-29
C-2851,Capgemini,Cloud Support,756324,884136,Active (Overrun),2023-06-07,2024-10-18
C-2852,Microsoft,Consulting,245555,240055,Closed,2023-04-02,2024-12-10
C-2853,IBM,Cloud Support,112063,121280,Closed,2023-10-23,2024-11-28
C-2854,Accenture,Risk Audit,195891,173899,Active,2023-09-18,2024-08-21
C-2855,Globant,ERP Implementation,470309,491487,Active (Overrun),2023-02-06,2024-01-25
C-2856,SAP,Cloud Services,736849,796580,Active (Overrun),2023-10-09,2024-06-22
C-2857,Deloitte,Cloud Services,987631,934864,Active (Overrun),2023-10-08,2024-03-04
C-2858,EY,Software Dev,995941,1079410,Active,2023-12-24,2024-01-06
C-2859,Capgemini,IT Services,137934,112779,Active,2023-01-21,2024-05-30
C-2860,Capgemini,ERP Implementation,548491,446901,Active,2023-06-08,2024-06-27
C-2861,Accenture,Software Licensing,129206,107053,Active,2023-09-10,2024-11-08
C-2862,PwC,Cloud Support,413126,421317,Active (Overrun),2023-11-20,2024-06-15
C-2863,Globant,Software Dev,228474,272411,Active,2023-10-01,2024-02-13
C-2864,Capgemini,Software Dev,88588,88109,Active (Overrun),2023-03-20,2024-06-16
C-2865,EY,Consulting,661600,685217,Active,2023-12-15,2024-02-23
C-2866,Capgemini,IT Services,804949,800987,Active (Overrun),2023-06-25,2024-12-16
C-2867,Microsoft,Risk Audit,364194,294017,Active,2023-05-05,2024-05-05
C-2868,PwC,Cloud Support,874296,953083,Closed,2023-02-05,2024-04-16
C-2869,Capgemini,Risk Audit,458727,376045,Active,2023-01-31,2024-12-14
C-2870,Accenture,Cloud Support,276409,246079,Closed,2023-02-23,2024-04-21
C-2871,PwC,IT Services,390488,390924,Active,2024-01-01,2024-09-10
C-2872,Deloitte,IT Services,998920,955167,Closed,2023-01-27,2024-05-24
C-2873,Accenture,Consulting,100063,106469,Active,2023-02-12,2024-09-16
C-2874,SAP,Finance Ops,548949,531832,Closed,2023-12-04,2024-02-20
C-2875,Capgemini,Risk Audit,50638,40872,Active,2023-03-06,2024-03-01
C-2876,SAP,Finance Ops,606354,564353,Active (Overrun),2023-06-17,2024-08-20
C-2877,Deloitte,Finance Ops,715872,855160,Active,2023-12-27,2024-03-07
C-2878,SAP,ERP Implementation,443174,510444,Active (Overrun),2023-09-25,2024-07-14
C-2879,SAP,Risk Audit,605307,545795,Active,2023-12-04,2024-09-11
C-2880,Deloitte,IT Services,678894,564927,Active,2023-07-09,2024-09-28
C-2881,Capgemini,Consulting,276227,324789,Active,2023-01-06,2024-08-01
C-2882,SAP,ERP Implementation,56242,55716,Closed,2023-03-02,2024-10-13
C-2883,SAP,Risk Audit,539008,618722,Active,2023-11-24,2024-07-09
C-2884,Oracle,Risk Audit,65856,70780,Active (Overrun),2023-07-17,2024-03-28
C-2885,IBM,Cloud Services,356209,292081,Closed,2023-01-09,2024-09-06
C-2886,SAP,ERP Implementation,588703,649189,Active (Overrun),2023-08-08,2024-02-24
C-2887,Oracle,ERP Implementation,164239,135900,Closed,2023-11-12,2024-10-03
C-2888,Microsoft,Cloud Services,392845,423892,Active (Overrun),2023-04-16,2024-06-15
C-2889,Deloitte,Software Dev,178611,173273,Active (Overrun),2023-06-05,2024-08-27
C-2890,Deloitte,IT Services,276324,281034,Active,2023-09-28,2024-02-10
C-2891,Microsoft,Software Dev,645751,577242,Closed,2023-02-01,2024-11-05
C-2892,Globant,ERP Implementation,145209,165572,Closed,2023-09-11,2024-12-26
C-2893,Deloitte,Software Licensing,829035,983834,Closed,2023-07-31,2024-01-11
C-2894,EY,Cloud Support,978584,1050400,Closed,2023-03-07,2024-12-26
C-2895,Oracle,Risk Audit,961600,776909,Active (Overrun),2023-01-02,2024-05-01
C-2896,Capgemini,Risk Audit,264641,277209,Active (Overrun),2023-03-24,2024-07-14
C-2897,Oracle,Cloud Support,414053,470009,Active (Overrun),2023-08-08,2024-01-21
C-2898,IBM,IT Services,148450,154430,Active,2023-08-04,2024-05-15
C-2899,IBM,ERP Implementation,218103,207229,Closed,2023-06-09,2024-08-07
C-2900,EY,Consulting,891980,1036862,Active (Overrun),2023-06-20,2024-08-06
C-2901,Oracle,IT Services,590488,570128,Active,2023-09-21,2024-02-23
C-2902,Accenture,Software Licensing,578820,568291,Active (Overrun),2023-05-01,2024-09-22
C-2903,Globant,ERP Implementation,532806,546650,Active,2023-01-27,2024-02-27
C-2904,Oracle,Software Licensing,890967,889322,Closed,2023-01-04,2024-02-22
C-2905,EY,Cloud Services,375738,419647,Closed,2023-01-20,2024-08-23
C-2906,SAP,ERP Implementation,946028,929560,Active (Overrun),2023-09-19,2024-08-28
C-2907,Capgemini,Software Dev,449879,492803,Active (Overrun),2023-05-13,2024-03-14
C-2908,EY,IT Services,301380,320737,Active,2023-08-07,2024-10-28
C-2909,IBM,Finance Ops,535632,472537,Closed,2023-06-06,2024-10-03
C-2910,Oracle,Software Dev,684823,790169,Closed,2023-04-11,2024-09-13
C-2911,Capgemini,Software Dev,211068,176909,Active,2023-04-25,2024-10-27
C-2912,PwC,Software Licensing,914538,735631,Closed,2023-02-05,2024-03-24
C-2913,EY,IT Services,192027,161012,Active (Overrun),2023-11-29,2024-12-30
C-2914,PwC,Cloud Services,223407,226849,Active (Overrun),2023-06-27,2024-06-11
C-2915,Microsoft,Consulting,315392,370243,Active (Overrun),2023-10-14,2024-10-03
C-2916,EY,Cloud Services,63580,70355,Active,2023-12-12,2024-02-25
C-2917,Microsoft,Cloud Services,240812,266904,Active,2023-03-25,2024-10-06
C-2918,PwC,Finance Ops,146020,145400,Active,2023-04-28,2024-11-24
C-2919,EY,Risk Audit,536092,531200,Active (Overrun),2023-07-22,2024-09-03
C-2920,Deloitte,Cloud Services,968900,1143666,Active (Overrun),2023-06-29,2024-04-24
C-2921,IBM,Finance Ops,753774,781541,Active,2023-11-23,2024-07-19
C-2922,Microsoft,Cloud Support,501732,452351,Closed,2023-02-27,2024-11-11
C-2923,Deloitte,Software Dev,334251,287228,Active,2023-05-20,2024-11-20
C-2924,PwC,Software Dev,672496,731550,Active (Overrun),2023-08-30,2024-04-19
C-2925,Microsoft,ERP Implementation,862639,999162,Closed,2023-06-09,2024-07-31
C-2926,Deloitte,Risk Audit,485310,524105,Active (Overrun),2023-12-22,2024-05-20
C-2927,PwC,Software Dev,93316,110249,Closed,2023-03-28,2024-04-16
C-2928,Microsoft,Cloud Support,994331,844469,Active (Overrun),2023-02-13,2024-07-05
C-2929,Deloitte,Software Licensing,622001,635255,Active,2023-08-12,2024-09-14
C-2930,SAP,Software Dev,628551,668401,Active,2023-06-19,2024-12-05
C-2931,Accenture,Finance Ops,588428,624590,Active (Overrun),2023-02-18,2024-11-09
C-2932,Deloitte,Finance Ops,438851,512795,Active (Overrun),2023-06-29,2024-09-07
C-2933,Globant,IT Services,713432,811687,Closed,2023-05-06,2024-05-19
C-2934,Microsoft,Consulting,272661,298056,Closed,2023-08-04,2024-03-04
C-2935,Microsoft,IT Services,204716,231746,Active (Overrun),2023-05-10,2024-04-23
C-2936,IBM,Cloud Services,967971,789087,Active (Overrun),2023-08-21,2024-09-20
C-2937,Oracle,Cloud Services,156293,183757,Active,2023-12-21,2024-12-09
C-2938,EY,Software Licensing,955054,1103532,Closed,2023-12-28,2024-01-16
C-2939,EY,Cloud Support,755998,761697,Closed,2023-06-04,2024-03-09
C-2940,IBM,Cloud Support,625272,677729,Active (Overrun),2023-01-30,2024-03-15
C-2941,Globant,ERP Implementation,642239,536899,Closed,2023-05-10,2024-09-06
C-2942,IBM,Cloud Services,296839,275807,Closed,2023-06-12,2024-09-28
C-2943,Microsoft,Cloud Services,205012,203769,Closed,2023-03-08,2024-03-02
C-2944,Capgemini,Finance Ops,458278,451668,Active,2023-05-08,2024-06-18
C-2945,IBM,ERP Implementation,785821,772539,Closed,2023-05-31,2024-01-18
C-2946,EY,Cloud Services,444591,437013,Active (Overrun),2023-08-31,2024-09-11
C-2947,Capgemini,Software Dev,348395,290885,Active,2023-07-16,2024-11-07
C-2948,Globant,Finance Ops,641814,687200,Active,2023-09-28,2024-08-17
C-2949,Deloitte,Software Dev,528830,517014,Closed,2023-06-27,2024-08-30
C-2950,PwC,Cloud Services,501426,586769,Active,2023-04-20,2024-07-16
C-2951,IBM,Risk Audit,172825,205929,Active (Overrun),2023-12-12,2024-03-26
C-2952,Oracle,Software Dev,821364,881437,Closed,2023-11-13,2024-10-31
C-2953,IBM,Finance Ops,202932,164723,Active,2023-07-21,2024-10-02
C-2954,Deloitte,ERP Implementation,633185,648894,Active,2023-09-25,2024-04-20
C-2955,Microsoft,Consulting,812843,890064,Closed,2023-11-04,2024-11-13
C-2956,Accenture,Software Dev,201389,179909,Active,2023-06-18,2024-10-24
C-2957,Capgemini,Software Dev,393815,461823,Closed,2023-06-02,2024-08-20
C-2958,Accenture,Software Dev,690900,624582,Active (Overrun),2023-10-28,2024-02-21
C-2959,SAP,Cloud Support,998852,1099669,Active (Overrun),2023-04-21,2024-06-26
C-2960,Globant,Software Dev,283971,312739,Active,2023-07-23,2024-04-13
C-2961,EY,Consulting,999206,1104626,Active (Overrun),2023-08-03,2024-11-22
C-2962,EY,Software Licensing,586944,651991,Closed,2023-02-10,2024-12-15
C-2963,Globant,Software Dev,877572,821491,Active,2023-04-22,2024-01-17
C-2964,Accenture,Cloud Services,142409,136971,Closed,2023-04-01,2024-02-25
C-2965,Capgemini,Finance Ops,926234,890218,Active (Overrun),2023-04-18,2024-04-05
C-2966,IBM,Cloud Services,911444,930487,Active (Overrun),2023-07-08,2024-04-15
C-2967,EY,Finance Ops,362559,296328,Active (Overrun),2023-01-02,2024-07-04
C-2968,Oracle,Consulting,799528,813247,Active (Overrun),2023-01-03,2024-03-20
C-2969,EY,Software Licensing,971425,1076643,Active,2023-11-05,2024-01-12
C-2970,SAP,Software Dev,157282,153316,Active (Overrun),2023-08-01,2024-06-06
C-2971,Microsoft,ERP Implementation,62989,65033,Active (Overrun),2023-12-25,2024-08-18
C-2972,Capgemini,Finance Ops,73256,83509,Active,2023-09-26,2024-11-26
C-2973,PwC,Cloud Support,298341,267078,Active (Overrun),2023-10-26,2024-04-07
C-2974,Microsoft,Software Dev,113414,131085,Active,2023-01-25,2024-07-05
C-2975,Microsoft,Software Dev,358591,428327,Active,2023-07-23,2024-12-02
C-2976,Microsoft,Risk Audit,832919,918776,Active,2023-07-10,2024-08-03
C-2977,Oracle,Finance Ops,555114,485395,Active (Overrun),2023-07-19,2024-06-09
C-2978,IBM,Finance Ops,587014,611179,Active (Overrun),2023-07-31,2024-11-05
C-2979,Accenture,ERP Implementation,800120,883580,Active,2023-07-18,2024-07-17
C-2980,Deloitte,ERP Implementation,171611,200684,Active (Overrun),2023-12-22,2024-06-20
C-2981,Capgemini,Consulting,466666,482960,Active (Overrun),2023-01-29,2024-04-25
C-2982,Accenture,Risk Audit,758694,637722,Active,2023-08-06,2024-10-18
C-2983,SAP,ERP Implementation,864595,974561,Active (Overrun),2023-10-01,2024-01-02
C-2984,Deloitte,Software Dev,152332,148236,Active (Overrun),2023-10-15,2024-06-05
C-2985,Microsoft,Software Licensing,159632,158802,Active (Overrun),2023-05-17,2024-06-21
C-2986,IBM,Risk Audit,477327,458792,Closed,2023-11-21,2024-04-09
C-2987,IBM,IT Services,350795,378069,Active (Overrun),2023-08-31,2024-11-24
C-2988,Microsoft,Finance Ops,478419,519835,Closed,2023-03-20,2024-10-06
C-2989,Globant,Software Licensing,103242,118696,Closed,2023-12-06,2024-06-12
C-2990,Oracle,Software Dev,298231,281019,Closed,2023-10-05,2024-12-28
C-2991,Accenture,Cloud Services,130735,134822,Active,2023-08-01,2024-12-07
C-2992,SAP,Finance Ops,456621,496809,Active,2023-11-12,2024-06-08
C-2993,Oracle,Finance Ops,750571,824658,Closed,2023-01-01,2024-11-09
C-2994,Oracle,Cloud Support,537613,453466,Active,2023-07-24,2024-10-06
C-2995,Microsoft,ERP Implementation,373911,411411,Active,2023-11-25,2024-11-30
C-2996,Deloitte,Cloud Support,829388,734644,Active,2023-02-04,2024-10-05
C-2997,IBM,Software Dev,817477,872885,Active,2023-02-10,2024-10-13
C-2998,Oracle,Software Licensing,963003,797897,Active (Overrun),2023-09-18,2024-02-02
C-2999,PwC,Software Licensing,522749,462532,Active,2023-11-12,2024-06-11
C-3000,SAP,Cloud Services,830715,785525,Active (Overrun),2023-10-10,2024-05-19
